SOUID,    DATE,   TG, Q_TG
101350,19820801,-9999,    9
101350,19820802,-9999,    9
101350,19820803,-9999,    9
101350,19820804,-9999,    9
101350,19820805,-9999,    9
101350,19820806,-9999,    9
101350,19820807,-9999,    9
101350,19820808,-9999,    9
101350,19820809,-9999,    9
101350,19820810,-9999,    9
101350,19820811,-9999,    9
101350,19820812,-9999,    9
101350,19820813,-9999,    9
101350,19820814,-9999,    9
101350,19820815,-9999,    9
101350,19820816,-9999,    9
101350,19820817,-9999,    9
101350,19820818,-9999,    9
101350,19820819,-9999,    9
101350,19820820,-9999,    9
101350,19820821,-9999,    9
101350,19820822,-9999,    9
101350,19820823,-9999,    9
101350,19820824,-9999,    9
101350,19820825,-9999,    9
101350,19820826,-9999,    9
101350,19820827,-9999,    9
101350,19820828,-9999,    9
101350,19820829,-9999,    9
101350,19820830,-9999,    9
101350,19820831,-9999,    9
101350,19820901,-9999,    9
101350,19820902,-9999,    9
101350,19820903,-9999,    9
101350,19820904,-9999,    9
101350,19820905,-9999,    9
101350,19820906,-9999,    9
101350,19820907,-9999,    9
101350,19820908,-9999,    9
101350,19820909,-9999,    9
101350,19820910,-9999,    9
101350,19820911,-9999,    9
101350,19820912,-9999,    9
101350,19820913,-9999,    9
101350,19820914,-9999,    9
101350,19820915,-9999,    9
101350,19820916,-9999,    9
101350,19820917,-9999,    9
101350,19820918,-9999,    9
101350,19820919,-9999,    9
101350,19820920,-9999,    9
101350,19820921,-9999,    9
101350,19820922,-9999,    9
101350,19820923,-9999,    9
101350,19820924,-9999,    9
101350,19820925,-9999,    9
101350,19820926,-9999,    9
101350,19820927,-9999,    9
101350,19820928,-9999,    9
101350,19820929,-9999,    9
101350,19820930,-9999,    9
101350,19821001,-9999,    9
101350,19821002,-9999,    9
101350,19821003,-9999,    9
101350,19821004,-9999,    9
101358,19821005,  197,    0
101358,19821006,  191,    0
101358,19821007,  190,    0
101358,19821008,  192,    0
101358,19821009,  198,    0
101358,19821010,  199,    0
101350,19821011,-9999,    9
101358,19821012,  197,    0
101358,19821013,  203,    0
101358,19821014,  204,    0
101358,19821015,  196,    0
101358,19821016,  213,    0
101350,19821017,-9999,    9
101350,19821018,-9999,    9
101358,19821019,  196,    0
101358,19821020,  202,    0
101358,19821021,  205,    0
101358,19821022,  198,    0
101358,19821023,  199,    0
101358,19821024,  200,    0
101350,19821025,-9999,    9
101358,19821026,  206,    0
101358,19821027,  201,    0
101358,19821028,  199,    0
101358,19821029,  200,    0
101358,19821030,  209,    0
101358,19821031,  208,    0
101350,19821101,-9999,    9
101350,19821102,-9999,    9
101358,19821103,  222,    0
101358,19821104,  208,    0
101358,19821105,  202,    0
101358,19821106,  217,    0
101358,19821107,  207,    0
101358,19821108,  209,    0
101358,19821109,  213,    0
101358,19821110,  219,    0
101350,19821111,-9999,    9
101350,19821112,-9999,    9
101358,19821113,  214,    0
101358,19821114,  209,    0
101358,19821115,  219,    0
101358,19821116,  224,    0
101358,19821117,  218,    0
101358,19821118,  217,    0
101358,19821119,  223,    0
101358,19821120,  224,    0
101358,19821121,  223,    0
101358,19821122,  232,    0
101358,19821123,  217,    0
101358,19821124,  225,    0
101358,19821125,  226,    0
101358,19821126,  226,    0
101358,19821127,  230,    0
101358,19821128,  235,    0
101358,19821129,  222,    0
101358,19821130,  221,    0
101358,19821201,  225,    0
101358,19821202,  227,    0
101358,19821203,  236,    0
101358,19821204,  236,    0
101358,19821205,  246,    0
101358,19821206,  243,    0
101358,19821207,  247,    0
101358,19821208,  245,    0
101358,19821209,  235,    0
101358,19821210,  232,    0
101358,19821211,  241,    0
101358,19821212,  239,    0
101358,19821213,  237,    0
101358,19821214,  241,    0
101358,19821215,  241,    0
101358,19821216,  245,    0
101358,19821217,  246,    0
101358,19821218,  255,    0
101358,19821219,  244,    0
101350,19821220,-9999,    9
101358,19821221,  241,    0
101358,19821222,  239,    0
101358,19821223,  241,    0
101358,19821224,  242,    0
101358,19821225,  246,    0
101358,19821226,  232,    0
101358,19821227,  241,    0
101358,19821228,  248,    0
101358,19821229,  248,    0
101358,19821230,  248,    0
101358,19821231,  250,    0
101358,19830101,  254,    0
101358,19830102,  256,    0
101358,19830103,  261,    0
101358,19830104,  253,    0
101358,19830105,  257,    0
101358,19830106,  262,    0
101358,19830107,  265,    0
101358,19830108,  266,    0
101358,19830109,  268,    0
101358,19830110,  259,    0
101358,19830111,  254,    0
101358,19830112,  250,    0
101358,19830113,  256,    0
101358,19830114,  258,    0
101358,19830115,  248,    0
101358,19830116,  255,    0
101350,19830117,-9999,    9
101358,19830118,  260,    0
101358,19830119,  259,    0
101358,19830120,  259,    0
101358,19830121,  258,    0
101358,19830122,  258,    0
101358,19830123,  260,    0
101358,19830124,  264,    0
101358,19830125,  266,    0
101358,19830126,  256,    0
101358,19830127,  265,    0
101358,19830128,  257,    0
101358,19830129,  267,    0
101358,19830130,  265,    0
101358,19830131,  266,    0
101358,19830201,  259,    0
101358,19830202,  256,    0
101358,19830203,  266,    0
101358,19830204,  269,    0
101358,19830205,  270,    0
101358,19830206,  268,    0
101358,19830207,  259,    0
101358,19830208,  264,    0
101358,19830209,  264,    0
101358,19830210,  262,    0
101358,19830211,  260,    0
101358,19830212,  258,    0
101358,19830213,  264,    0
101358,19830214,  261,    0
101358,19830215,  257,    0
101358,19830216,  255,    0
101358,19830217,  259,    0
101358,19830218,  264,    0
101358,19830219,  268,    0
101358,19830220,  263,    0
101358,19830221,  262,    0
101358,19830222,  263,    0
101358,19830223,  266,    0
101358,19830224,  269,    0
101358,19830225,  270,    0
101358,19830226,  270,    0
101358,19830227,  269,    0
101358,19830228,  268,    0
101358,19830301,  274,    0
101358,19830302,  274,    0
101358,19830303,  272,    0
101358,19830304,  267,    0
101358,19830305,  261,    0
101358,19830306,  263,    0
101358,19830307,  257,    0
101358,19830308,  255,    0
101358,19830309,  257,    0
101358,19830310,  261,    0
101358,19830311,  260,    0
101358,19830312,  263,    0
101358,19830313,  261,    0
101350,19830314,-9999,    9
101358,19830315,  271,    0
101358,19830316,  265,    0
101358,19830317,  256,    0
101358,19830318,  262,    0
101358,19830319,  267,    0
101358,19830320,  259,    0
101358,19830321,  248,    0
101358,19830322,  245,    0
101358,19830323,  243,    0
101358,19830324,  244,    0
101358,19830325,  257,    0
101358,19830326,  246,    0
101358,19830327,  244,    0
101358,19830328,  245,    0
101358,19830329,  238,    0
101358,19830330,  246,    0
101358,19830331,  246,    0
101358,19830401,  240,    0
101358,19830402,  236,    0
101358,19830403,  245,    0
101358,19830404,  231,    0
101358,19830405,  230,    0
101358,19830406,  232,    0
101358,19830407,  233,    0
101358,19830408,  230,    0
101358,19830409,  227,    0
101358,19830410,  233,    0
101358,19830411,  235,    0
101358,19830412,  232,    0
101358,19830413,  225,    0
101358,19830414,  243,    0
101358,19830415,  232,    0
101358,19830416,  234,    0
101358,19830417,    0,    1
101350,19830418,-9999,    9
101350,19830419,-9999,    9
101350,19830420,-9999,    9
101350,19830421,-9999,    9
101350,19830422,-9999,    9
101350,19830423,-9999,    9
101350,19830424,-9999,    9
101350,19830425,-9999,    9
101350,19830426,-9999,    9
101350,19830427,-9999,    9
101350,19830428,-9999,    9
101350,19830429,-9999,    9
101350,19830430,-9999,    9
101358,19830501,  231,    1
101350,19830502,-9999,    9
101358,19830503,  233,    1
101358,19830504,  230,    1
101358,19830505,  240,    1
101358,19830506,  238,    1
101358,19830507,  228,    1
101358,19830508,  231,    1
101358,19830509,  235,    1
101358,19830510,  233,    1
101358,19830511,  234,    1
101358,19830512,  238,    1
101358,19830513,  244,    1
101350,19830514,-9999,    9
101350,19830515,-9999,    9
101350,19830516,-9999,    9
101350,19830517,-9999,    9
101350,19830518,-9999,    9
101350,19830519,-9999,    9
101350,19830520,-9999,    9
101350,19830521,-9999,    9
101350,19830522,-9999,    9
101350,19830523,-9999,    9
101350,19830524,-9999,    9
101350,19830525,-9999,    9
101350,19830526,-9999,    9
101350,19830527,-9999,    9
101350,19830528,-9999,    9
101350,19830529,-9999,    9
101350,19830530,-9999,    9
101350,19830531,-9999,    9
101350,19830601,-9999,    9
101350,19830602,-9999,    9
101350,19830603,-9999,    9
101350,19830604,-9999,    9
101350,19830605,-9999,    9
101350,19830606,-9999,    9
101358,19830607,  239,    0
101358,19830608,  230,    0
101358,19830609,  218,    0
101358,19830610,  235,    0
101358,19830611,  230,    0
101358,19830612,  232,    0
101358,19830613,  230,    0
101358,19830614,  232,    0
101358,19830615,  222,    0
101358,19830616,  228,    0
101358,19830617,  222,    0
101358,19830618,  241,    0
101358,19830619,  240,    0
101350,19830620,-9999,    9
101358,19830621,  229,    0
101358,19830622,  222,    0
101358,19830623,  228,    0
101358,19830624,  224,    0
101358,19830625,  221,    0
101358,19830626,  222,    0
101358,19830627,  218,    0
101358,19830628,  220,    0
101358,19830629,  214,    0
101358,19830630,  216,    0
101358,19830701,  214,    0
101358,19830702,  220,    0
101358,19830703,  220,    0
101358,19830704,  215,    0
101350,19830705,-9999,    9
101358,19830706,  205,    0
101358,19830707,  186,    0
101358,19830708,  198,    0
101358,19830709,  197,    0
101358,19830710,  197,    0
101358,19830711,  192,    0
101350,19830712,-9999,    9
101358,19830713,  193,    0
101358,19830714,  199,    0
101358,19830715,  194,    0
101358,19830716,  195,    0
101358,19830717,  202,    0
101358,19830718,  214,    0
101358,19830719,  218,    0
101358,19830720,  215,    0
101358,19830721,  212,    0
101358,19830722,  193,    0
101358,19830723,  194,    0
101358,19830724,  194,    0
101358,19830725,  184,    0
101358,19830726,  191,    0
101358,19830727,  183,    0
101358,19830728,  195,    0
101358,19830729,  190,    0
101358,19830730,  182,    0
101358,19830731,  189,    0
101358,19830801,  181,    0
101358,19830802,  179,    0
101358,19830803,  184,    0
101358,19830804,  188,    0
101358,19830805,  184,    0
101358,19830806,  181,    0
101358,19830807,  194,    0
101358,19830808,  196,    0
101358,19830809,  192,    0
101358,19830810,  193,    0
101358,19830811,  186,    0
101358,19830812,  187,    0
101358,19830813,  187,    0
101358,19830814,  183,    0
101350,19830815,-9999,    9
101350,19830816,-9999,    9
101350,19830817,-9999,    9
101350,19830818,-9999,    9
101350,19830819,-9999,    9
101350,19830820,-9999,    9
101350,19830821,-9999,    9
101350,19830822,-9999,    9
101358,19830823,  169,    0
101358,19830824,  189,    0
101358,19830825,  187,    0
101358,19830826,  192,    0
101358,19830827,  185,    0
101358,19830828,  191,    0
101358,19830829,  181,    0
101358,19830830,  176,    0
101358,19830831,  181,    0
101358,19830901,  186,    0
101358,19830902,  185,    0
101358,19830903,  188,    0
101358,19830904,  187,    0
101358,19830905,  187,    0
101358,19830906,  183,    0
101358,19830907,  182,    0
101358,19830908,  180,    0
101358,19830909,  187,    0
101358,19830910,  183,    0
101358,19830911,  191,    0
101358,19830912,  193,    0
101358,19830913,  188,    0
101358,19830914,  193,    0
101358,19830915,  192,    0
101358,19830916,  190,    0
101358,19830917,  190,    0
101358,19830918,  187,    0
101350,19830919,-9999,    9
101358,19830920,  184,    0
101358,19830921,  184,    0
101358,19830922,  188,    0
101358,19830923,  195,    0
101358,19830924,  195,    0
101358,19830925,  198,    0
101358,19830926,  193,    0
101358,19830927,  193,    0
101358,19830928,  191,    0
101358,19830929,  187,    0
101358,19830930,  197,    0
101358,19831001,  193,    0
101358,19831002,  198,    0
101358,19831003,  177,    0
101358,19831004,  188,    0
101358,19831005,  190,    0
101358,19831006,  195,    0
101358,19831007,  200,    0
101358,19831008,  206,    0
101358,19831009,  209,    0
101358,19831010,  197,    0
101358,19831011,  206,    0
101358,19831012,  205,    0
101350,19831013,-9999,    9
101358,19831014,  192,    0
101358,19831015,  194,    0
101358,19831016,  194,    0
101358,19831017,  185,    0
101358,19831018,  181,    0
101358,19831019,  187,    0
101358,19831020,  187,    0
101358,19831021,  186,    0
101358,19831022,  187,    0
101358,19831023,  188,    0
101358,19831024,  190,    0
101358,19831025,  190,    0
101358,19831026,  194,    0
101350,19831027,-9999,    9
101358,19831028,  198,    0
101358,19831029,  204,    0
101358,19831030,  197,    0
101358,19831031,  197,    0
101358,19831101,  206,    0
101358,19831102,  206,    0
101358,19831103,  194,    0
101358,19831104,  204,    0
101358,19831105,  201,    0
101358,19831106,  208,    0
101358,19831107,  213,    0
101358,19831108,  205,    0
101358,19831109,  207,    0
101358,19831110,  204,    0
101358,19831111,  210,    0
101358,19831112,  210,    0
101358,19831113,  209,    0
101358,19831114,  208,    0
101358,19831115,  201,    0
101358,19831116,  202,    0
101358,19831117,  202,    0
101358,19831118,  203,    0
101358,19831119,  193,    0
101358,19831120,  200,    0
101358,19831121,  206,    0
101358,19831122,  216,    0
101358,19831123,  207,    0
101358,19831124,  220,    0
101358,19831125,  214,    0
101358,19831126,  221,    0
101358,19831127,  225,    0
101358,19831128,  215,    0
101358,19831129,  216,    0
101358,19831130,  216,    0
101358,19831201,  218,    0
101358,19831202,  210,    0
101358,19831203,  224,    0
101358,19831204,  228,    0
101358,19831205,  226,    0
101358,19831206,  233,    0
101358,19831207,  205,    0
101358,19831208,  201,    0
101358,19831209,  216,    0
101358,19831210,  206,    0
101358,19831211,  211,    0
101358,19831212,  212,    0
101358,19831213,  220,    0
101358,19831214,  223,    0
101358,19831215,  220,    0
101358,19831216,  226,    0
101358,19831217,  230,    0
101358,19831218,  232,    0
101350,19831219,-9999,    9
101358,19831220,  226,    0
101358,19831221,  226,    0
101358,19831222,  218,    0
101358,19831223,  220,    0
101358,19831224,  228,    0
101358,19831225,  230,    0
101358,19831226,  228,    0
101358,19831227,  230,    0
101358,19831228,  237,    0
101358,19831229,  232,    0
